date,open,high,low,close,SMA5,SMA10,SMA20,SMA60,SMA120,SMA240,volume,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)",net buy sell,cumulative net buy sell,buy,sell
2007/4/2,7888.17,7931.99,7866.59,7884.99,7850.21,7830.51,7720.79,7767.26,7535.13,7134.64,1200.96,1177.04,1105.95,44.89,23.86,21.03,0.7255,0.7425,3140000000,2.8826E+12,16900000000,13800000000
2007/4/3,7894.87,7932.91,7879.88,7932.91,7867.76,7850.18,7744.88,7770.6,7543.27,7138.72,1194.48,1157.66,1121.31,50.23,29.13,21.1,0.817,0.7673,1920000000,2.8846E+12,20400000000,18400000000
2007/4/4,7989.65,8021.59,7970.46,8004.61,7911.05,7874.94,7771.07,7773.61,7552.68,7142.91,1336.47,1213.83,1169.43,60.28,35.36,24.92,0.856,0.7969,16800000000,2.9014E+12,36000000000,19200000000
2007/4/9,8048.34,8066.77,8026.33,8056.56,7952.7,7898.23,7795.2,7775.88,7561.51,7147.36,1198.94,1223.33,1176.93,71.55,42.6,28.95,0.8928,0.8288,10400000000,2.9117E+12,23900000000,13500000000
2007/4/10,8064.54,8064.54,8002.49,8048.39,7985.49,7917.13,7819.21,7778.06,7570.19,7151.56,1147.7,1215.71,1182.15,78.72,49.82,28.9,0.9083,0.8553,6030000000,2.9178E+12,23000000000,16900000000
2007/4/11,8073.67,8105.82,8055.67,8084.45,8025.38,7937.8,7841.97,7780.56,7579.35,7155.65,1145.9,1204.7,1190.87,86.76,57.21,29.55,0.918,0.8762,8020000000,2.9258E+12,24600000000,16600000000
2007/4/12,8043.78,8090.94,8039.13,8075.2,8053.84,7960.8,7861.53,7784.55,7587.74,7159.74,1093.27,1184.46,1171.06,91.08,63.99,27.09,0.9155,0.8893,6430000000,2.9322E+12,25300000000,18900000000
2007/4/13,8100.08,8108.5,7999.69,8002.3,8053.38,7982.22,7883.14,7788.98,7595.45,7163.52,1155.54,1148.27,1181.05,90.08,69.21,20.88,0.8119,0.8635,5210000000,2.9374E+12,19700000000,14500000000
2007/4/14,8027.42,8045.12,8016.04,8045.12,8051.09,8001.89,7900.59,7793.23,7602.9,7167.63,755.01,1059.48,1141.41,89.04,73.17,15.87,0.7872,0.8381,1330000000,2.9388E+12,2490000000,1160000000
2007/4/16,8088.83,8096.84,8030.5,8043.54,8050.12,8017.81,7916.78,7798.98,7610.97,7171.27,1132.11,1056.36,1136.04,88.47,76.23,12.24,0.7634,0.8132,5410000000,2.9442E+12,22000000000,16600000000
2007/4/17,8100.61,8100.61,7952.18,7959.29,8025.09,8025.24,7927.87,7804.66,7618.82,7174.7,1326.83,1092.55,1148.63,82.16,77.42,4.75,0.5241,0.7168,9630000000,2.9538E+12,27500000000,17900000000
2007/4/18,7981.36,8003.31,7946.35,8003.31,8010.71,8032.28,7941.23,7808.69,7627.21,7178.16,1015.97,1077.09,1130.77,75.99,77.13,-1.14,0.4665,0.6334,-3600000000,2.9502E+12,22700000000,26300000000
2007/4/19,7978.59,7991.69,7883.92,7888.63,7987.98,8020.68,7947.81,7810.44,7634.29,7181.03,1088.06,1063.6,1105.93,64.23,74.55,-10.32,0.318,0.5283,-11300000000,2.9389E+12,22000000000,33300000000
2007/4/20,7915.91,7945.7,7912.49,7942.67,7967.49,8009.29,7953.76,7812.95,7641.81,7183.95,928.46,1098.28,1078.88,56.1,70.86,-14.76,0.2992,0.4519,1110000000,2.94E+12,17500000000,16400000000
2007/4/23,8009.55,8062.7,8006.42,8010.46,7960.87,8005.5,7961.32,7815.89,7649.42,7186.73,1028.41,1077.54,1066.95,56,67.89,-11.89,0.3873,0.4304,11800000000,2.9519E+12,27300000000,15500000000
2007/4/24,8011.81,8051.67,7998.22,8045.01,7978.02,8001.55,7969.67,7818.39,7657.63,7189.54,991.09,1010.4,1051.47,56.27,65.57,-9.29,0.4973,0.4527,4650000000,2.9565E+12,22900000000,18200000000
2007/4/25,8035.74,8041.27,7984.65,7984.65,7974.28,7992.5,7976.65,7820.8,7665.16,7191.66,941.8,995.56,1036.33,52.96,63.04,-10.08,0.4865,0.4639,-696000000,2.9558E+12,18000000000,18700000000
2007/4/26,8046.72,8052.55,8000.04,8000.04,7996.57,7992.27,7987.24,7823.42,7672.77,7194.21,971.74,972.3,1017.95,50.91,60.62,-9.71,0.5029,0.4769,5910000000,2.9617E+12,25000000000,19100000000
2007/4/27,8019.49,8026.51,7949.42,7949.42,7997.92,7982.7,7992.3,7825.04,7680.72,7196.81,922.01,971.01,1034.65,45.18,57.53,-12.35,0.4361,0.4633,-415000000,2.9613E+12,18400000000,18900000000
2007/4/30,7956.03,7956.03,7843.05,7875.42,7970.91,7965.89,7991.85,7824.04,7687.84,7198.95,835.17,932.36,1004.95,33.69,52.76,-19.07,0.3398,0.4222,-3660000000,2.9576E+12,17400000000,21100000000
2007/5/2,7900.76,7951.69,7890.54,7903.04,7942.51,7960.27,7992.75,7823.69,7695.25,7201.55,889.85,912.11,961.25,26.27,47.46,-21.19,0.3176,0.3873,4710000000,2.9624E+12,22900000000,18200000000
2007/5/3,7954.16,7965.93,7861.43,7926.66,7930.92,7952.6,7992.44,7825.45,7702.32,7204.68,1203.93,964.54,980.05,20.8,42.13,-21.33,0.3386,0.3711,13000000000,2.9754E+12,35800000000,22800000000
2007/5/4,7990.97,8066.06,7990.97,8066.06,7944.12,7970.34,7995.51,7830.69,7709.86,7208.83,1139.73,998.14,985.22,26.42,38.99,-12.57,0.5591,0.4337,10800000000,2.9862E+12,31100000000,20300000000
2007/5/7,8122.2,8132.8,8095.04,8115.27,7977.29,7987.6,7998.45,7836.94,7718.15,7212.99,1072.24,1028.18,999.6,35.89,38.37,-2.48,0.6859,0.5178,8580000000,2.9947E+12,25100000000,16500000000
2007/5/8,8111.51,8113.31,8083.18,8095.84,8021.37,7996.14,8000.82,7843.55,7725.74,7217.42,885.76,1038.3,985.33,41.5,38.99,2.51,0.7481,0.5945,3010000000,2.9978E+12,15600000000,12600000000
2007/5/9,8092.1,8093.51,8043.46,8052.7,8051.31,7996.91,7999.23,7849.4,7733.03,7221.49,864.78,1033.29,972.7,42.52,39.7,2.82,0.7399,0.643,1450000000,2.9992E+12,19300000000,17900000000
2007/5/10,8094.72,8105.09,8071.5,8096.86,8085.35,8008.13,8000.31,7854.73,7740.91,7226.32,977.33,987.97,976.25,45.38,40.83,4.54,0.7853,0.6904,5150000000,3.0044E+12,24100000000,19000000000
2007/5/11,8026.36,8049.5,8018.64,8031.54,8078.44,8011.28,8001.78,7858.87,7748.05,7231.27,827.57,925.54,961.84,42.34,41.14,1.2,0.7403,0.7071,-6510000000,2.9978E+12,12900000000,19400000000
2007/5/14,8072.15,8072.15,8013.83,8030.56,8061.5,8019.4,8001.05,7861.45,7755.51,7236.08,811.16,873.32,950.75,39.79,40.87,-1.08,0.7013,0.7051,1290000000,2.9991E+12,19400000000,18200000000
2007/5/15,8022.58,8041.55,7968.92,7975.03,8037.34,8029.36,7997.62,7863.53,7761.93,7240.71,692.39,834.65,936.47,33.61,39.42,-5.8,0.6071,0.6725,-6230000000,2.9929E+12,10700000000,16900000000
2007/5/16,7988.97,8014.88,7978.25,7988.57,8024.51,8037.91,7999.09,7865.97,7768.2,7245.34,664.21,794.53,913.91,28.59,37.25,-8.66,0.4447,0.5965,-5570000000,2.9873E+12,13700000000,19300000000
2007/5/17,8029.6,8080.63,8029.6,8037.96,8012.73,8049.04,8000.82,7868.95,7774.7,7250.17,848.17,768.7,878.33,28.63,35.53,-6.89,0.4369,0.5433,-183000000,2.9872E+12,20700000000,20800000000
2007/5/18,8066.01,8075.21,8013.89,8034.14,8013.25,8045.85,8008.1,7873.24,7781.16,7255.11,906.24,784.43,854.99,27.77,33.97,-6.21,0.4418,0.5095,-3750000000,2.9834E+12,22900000000,26600000000
2007/5/21,8067.23,8159.26,8043.9,8141.59,8035.46,8048.48,8018.04,7879.99,7788.49,7260.4,1049.91,832.18,852.75,33.33,33.85,-0.51,0.5969,0.5386,3890000000,2.9873E+12,25800000000,21900000000
2007/5/22,8158.99,8205.89,8158.29,8188.63,8078.18,8057.76,8026.95,7886.31,7795.82,7265.52,1171.18,927.94,881.29,42.4,35.56,6.84,0.707,0.5948,5800000000,2.9931E+12,27900000000,22100000000
2007/5/23,8232.53,8256.25,8214.58,8221.79,8124.82,8074.67,8035.79,7891.67,7803.09,7271.8,1126.68,1020.44,907.48,52.47,38.94,13.53,0.7647,0.6514,8440000000,3.0015E+12,28300000000,19900000000
2007/5/24,8231.65,8249.48,8207.96,8216.41,8160.51,8086.62,8047.38,7896.91,7810.02,7277.99,1043.83,1059.57,914.13,59.28,43.01,16.27,0.7969,0.6999,3710000000,3.0052E+12,19600000000,15900000000
2007/5/25,8170.58,8170.58,8130.17,8159.97,8185.68,8099.47,8055.37,7904.93,7816.13,7284.44,958.5,1070.02,927.23,58.57,46.12,12.45,0.7529,0.7176,-10100000000,2.9951E+12,13600000000,23700000000
2007/5/28,8194.83,8201.65,8154.22,8156.82,8188.72,8112.09,8065.74,7913.03,7821.62,7292.04,857.29,1031.5,931.84,58.31,48.56,9.75,0.7161,0.7171,1850000000,2.997E+12,14600000000,12800000000
2007/5/29,8178.7,8229.44,8166.46,8181.49,8187.3,8132.74,8081.05,7922.22,7827.75,7299.28,933.64,983.99,955.96,59.23,50.69,8.54,0.7079,0.714,5760000000,3.0027E+12,19300000000,13500000000
2007/5/30,8163.81,8177.76,8110.28,8147.34,8172.41,8148.61,8093.26,7935.6,7833.36,7306.38,945.02,947.66,984.05,55.76,51.71,4.06,0.6555,0.6945,-4680000000,2.998E+12,19900000000,24600000000
2007/5/31,8204.72,8220.81,8144.95,8144.95,8158.11,8159.31,8104.18,7947.16,7838.17,7313.91,1381.07,1015.1,1037.34,53.86,52.14,1.73,0.5956,0.6615,3270000000,3.0013E+12,40000000000,36700000000
2007/6/1,8236.76,8261.67,8224.28,8249.9,8176.1,8180.89,8113.37,7959.98,7843.48,7321.33,1308.15,1085.03,1077.53,58.35,53.38,4.97,0.7045,0.6758,7130000000,3.0084E+12,31300000000,24200000000
2007/6/4,8310.09,8317.6,8282.79,8294.79,8203.69,8196.21,8122.34,7972,7848.87,7329.12,1179.26,1149.43,1090.46,65.26,55.76,9.51,0.7663,0.706,3770000000,3.0122E+12,22300000000,18500000000
2007/6/5,8321.42,8321.42,8267.59,8303.99,8228.19,8207.75,8132.75,7984.26,7854.66,7336.32,1353.96,1233.49,1108.74,70.08,58.62,11.46,0.8167,0.7429,6220000000,3.0184E+12,28500000000,22200000000
2007/6/6,8330.72,8376.97,8313.59,8314.68,8261.66,8217.03,8145.85,7995.69,7859.84,7343.53,1718.92,1388.27,1167.96,75.51,62,13.51,0.7999,0.7619,11600000000,3.03E+12,42000000000,30400000000
2007/6/7,8298.97,8368.56,8263.61,8355.26,8303.72,8230.92,8158.77,8006.87,7865.41,7351.83,1240.78,1360.21,1187.66,79.35,65.47,13.88,0.8395,0.7878,1560000000,3.0316E+12,24300000000,22800000000
2007/6/8,8288.26,8308.45,8279.96,8300.71,8313.89,8244.99,8172.23,8019.05,7870.95,7360.17,1343.97,1367.38,1226.21,78.41,68.06,10.36,0.7977,0.7911,-10500000000,3.0211E+12,21900000000,32400000000
2007/6/11,8351.03,8359.75,8328.61,8338.88,8322.7,8263.2,8187.65,8029.76,7877,7367.89,1376.1,1406.75,1278.09,80.3,70.51,9.79,0.8175,0.7999,6500000000,3.0276E+12,29200000000,22700000000
2007/6/12,8371.7,8396.22,8345.01,8370.26,8335.96,8282.08,8207.41,8040.6,7884.6,7375.88,1441.89,1424.33,1328.91,83.17,73.04,10.13,0.8439,0.8146,5090000000,3.0327E+12,28100000000,23000000000
2007/6/13,8388.49,8388.49,8336.53,8346.39,8342.3,8301.98,8225.3,8050.75,7892.07,7383.48,1312.09,1342.97,1365.62,83.19,75.07,8.12,0.7993,0.8095,-762000000,3.0319E+12,21400000000,22200000000
2007/6/14,8421.21,8476.13,8409,8450.72,8361.39,8332.56,8245.94,8062.66,7900.15,7391.3,1481.31,1391.07,1375.64,89.62,77.98,11.64,0.8264,0.8151,15500000000,3.0474E+12,36300000000,20800000000
2007/6/15,8519.38,8578.33,8511.07,8573.64,8415.98,8364.93,8272.91,8076.27,7908.78,7399.77,1525.21,1427.32,1397.35,102.61,82.91,19.7,0.8793,0.8365,22900000000,3.0703E+12,48800000000,25900000000
2007/6/20,8651.26,8761.88,8636.47,8755.88,8499.38,8411.04,8303.63,8091.81,7918.2,7408.73,2008.78,1553.86,1480.3,125.05,91.33,33.71,0.9155,0.8628,42900000000,3.1133E+12,89000000000,46100000000
2007/6/21,8789.09,8871.72,8722.15,8851.99,8595.72,8465.84,8336.79,8108.35,7928.65,7417.67,1856.5,1636.78,1530.56,148.93,102.85,46.08,0.9329,0.8862,36700000000,3.15E+12,77900000000,41200000000
2007/6/22,8879.99,8884.03,8799.29,8846.39,8695.72,8519.01,8368.02,8124.5,7938.63,7426.54,1807.69,1735.9,1539.43,167.51,115.78,51.73,0.9345,0.9023,9400000000,3.1594E+12,38100000000,28700000000
2007/6/23,8817.4,8833.63,8790.76,8812.91,8768.16,8564.78,8397.85,8140.62,7948.56,7435.2,1189.4,1677.52,1534.29,177.65,128.16,49.49,0.9136,0.9061,-1950000000,3.1574E+12,2740000000,4690000000
2007/6/25,8882.3,8985.93,8882.3,8939.19,8841.27,8628.63,8436.81,8159.81,7959.29,7444.7,1853.91,1743.26,1585.29,193.46,141.22,52.24,0.9184,0.9102,14600000000,3.172E+12,40500000000,25900000000
2007/6/26,8965.82,8983.96,8856.29,8865.75,8863.25,8681.31,8472.26,8176.77,7969.44,7453.89,1612.37,1663.97,1608.92,200.16,153.01,47.16,0.8839,0.9014,3880000000,3.1759E+12,33100000000,29200000000
2007/6/27,8862.29,8887.88,8820.68,8844.22,8861.69,8728.71,8505.39,8192.76,7978.75,7462.99,1380.45,1568.77,1602.77,199.65,162.34,37.31,0.8407,0.8812,-1890000000,3.174E+12,23200000000,25100000000
2007/6/28,8914.69,8914.69,8841.96,8892.83,8870.98,8783.35,8542.67,8209.56,7988.41,7472.2,1520.41,1511.31,1623.6,199.86,169.84,30.02,0.8285,0.8636,11500000000,3.1854E+12,36100000000,24600000000
2007/6/29,8932.18,8932.95,8849.04,8883.21,8885.04,8826.6,8579.58,8225.4,7998,7481.55,1556.13,1584.66,1631.09,197.88,175.45,22.43,0.7877,0.8383,1060000000,3.1865E+12,35000000000,34000000000
2007/7/2,8903.77,8939.49,8849.35,8939.49,8885.1,8863.19,8614.06,8240.98,8007.3,7491.16,1324.04,1478.68,1610.97,196.45,179.65,16.8,0.7998,0.8255,2360000000,3.1888E+12,23700000000,21300000000
2007/7/3,8983.24,9019.93,8977.09,8996.2,8911.19,8887.22,8649.13,8256.64,8016.26,7501.28,1838.94,1523.99,1593.98,199.51,183.62,15.88,0.832,0.8276,10500000000,3.1993E+12,35900000000,25400000000
2007/7/4,9069.32,9112.74,9034.5,9068.98,8956.14,8908.92,8687.38,8273.65,8025.86,7512.28,1975.61,1643.03,1605.9,205.52,188,17.52,0.8427,0.8327,15100000000,3.2144E+12,33600000000,18500000000
2007/7/5,9114.06,9148.78,9086.19,9148.78,9007.33,8939.16,8729.08,8291.39,8035.97,7524.33,1983.43,1735.63,1623.47,212.83,192.97,19.86,0.8951,0.8535,12400000000,3.2269E+12,36000000000,23600000000
2007/7/6,9169.56,9199.66,9118.26,9188.31,9068.35,8976.7,8770.74,8309.94,8047.25,7536.42,2118.1,1848.02,1716.34,219.36,198.25,21.11,0.9201,0.8757,8520000000,3.2354E+12,32100000000,23600000000
2007/7/9,9246.44,9369.84,9239.2,9369.84,9154.42,9019.76,8824.19,8332.73,8060.86,7549.31,2283.33,2039.88,1759.28,235.02,205.6,29.42,0.9467,0.8994,14000000000,3.2494E+12,39800000000,25800000000
2007/7/10,9404.76,9404.76,9306.62,9384.73,9232.13,9071.66,8876.49,8355.06,8074.15,7561.56,2282.53,2128.6,1826.3,247.25,213.93,33.32,0.9526,0.9171,10600000000,3.26E+12,42200000000,31600000000
2007/7/11,9322.69,9341.32,9263.26,9290.95,9276.52,9116.33,8922.52,8375.85,8087.42,7573.52,2224.04,2178.28,1910.65,248.14,220.77,27.37,0.9002,0.9115,-5220000000,3.2548E+12,27800000000,33000000000
2007/7/12,9346.95,9400.37,9316.91,9354.41,9317.65,9162.49,8972.92,8399.1,8101.88,7586,2341.06,2249.81,1992.72,250.79,226.78,24.01,0.9032,0.9087,1580000000,3.2564E+12,33900000000,32300000000
2007/7/13,9530.72,9540.35,9411.04,9471.3,9374.25,9221.3,9023.95,8423.57,8116.13,7598.84,2396.01,2305.39,2076.71,259.34,233.29,26.05,0.8946,0.904,17300000000,3.2737E+12,40100000000,22800000000
2007/7/16,9514.09,9539.2,9403.73,9417.32,9383.74,9269.08,9066.13,8449.05,8129.74,7611.51,2306.55,2310.04,2174.96,260.76,238.78,21.98,0.8487,0.8856,-8570000000,3.2651E+12,26500000000,35100000000
2007/7/17,9444.87,9513.95,9337.67,9509.73,9408.74,9320.44,9103.83,8475.16,8144.06,7624.22,2024.23,2258.38,2193.49,260.77,243.18,17.59,0.8766,0.8826,1520000000,3.2666E+12,33800000000,32200000000
2007/7/18,9512.39,9574.69,9482.55,9485.35,9447.62,9362.07,9135.49,8499.75,8157.82,7636.74,2487.09,2310.99,2244.64,260.93,246.73,14.2,0.8525,0.8726,-3320000000,3.2633E+12,33800000000,37100000000
2007/7/19,9449.72,9529.35,9441.79,9473.31,9471.4,9394.53,9166.84,8523.55,8170.97,7649.32,2334.04,2309.58,2279.7,255.88,248.56,7.32,0.8009,0.8487,-4090000000,3.2592E+12,33500000000,37600000000
2007/7/20,9537.24,9585.9,9487.95,9585.9,9494.32,9434.28,9205.49,8550.24,8185.52,7662.42,2230.81,2276.54,2290.97,255.56,249.96,5.6,0.8673,0.8549,10500000000,3.2698E+12,36500000000,26000000000
2007/7/23,9576.06,9637.18,9563.72,9621.57,9535.17,9459.46,9239.61,8577.26,8200.34,7675.54,2137.43,2242.72,2276.38,256.34,251.24,5.11,0.8976,0.8691,-1260000000,3.2685E+12,26200000000,27500000000
2007/7/24,9674.24,9745.32,9643.27,9744.06,9582.04,9495.39,9283.52,8607.17,8216.11,7689.22,2860.67,2410.01,2334.19,262.67,253.52,9.14,0.9308,0.8897,15200000000,3.2837E+12,42300000000,27200000000
2007/7/25,9683.97,9763.26,9656.04,9740.13,9632.99,9540.31,9328.32,8638.25,8231.15,7702.96,2577.83,2428.16,2369.57,265.08,255.83,9.25,0.9357,0.905,-12800000000,3.2709E+12,30500000000,43300000000
2007/7/26,9793.76,9807.91,9566.42,9566.42,9651.62,9561.51,9362,8665.98,8244.83,7716.08,3220.03,2605.35,2457.47,256.13,255.89,0.24,0.786,0.8653,4900000000,3.2758E+12,37900000000,33000000000
2007/7/27,9244.62,9376.95,9162.28,9162.28,9566.89,9530.61,9375.95,8686.57,8256.01,7727.17,2973.42,2753.88,2515.21,213.42,247.4,-33.98,0.524,0.7516,-62400000000,3.2134E+12,30300000000,92700000000
2007/7/30,9037.35,9136.45,8996.81,9072.57,9457.09,9496.13,9382.61,8703.34,8267.02,7737.58,2148.69,2756.13,2499.42,165.86,231.09,-65.23,0.3805,0.6279,-27800000000,3.1856E+12,34600000000,62400000000
2007/7/31,9211.8,9307.81,9173.48,9287.25,9365.73,9473.88,9397.16,8722.88,8279.91,7748.87,2248.87,2633.77,2521.89,142.2,213.31,-71.11,0.373,0.5429,-8350000000,3.1772E+12,39700000000,48100000000
2007/8/1,9188.6,9265.7,8891.88,8891.88,9196.08,9414.54,9388.3,8736.15,8289.85,7758.54,2724.35,2663.07,2545.61,99.82,190.62,-90.79,0.2487,0.4448,-49000000000,3.1282E+12,36000000000,85000000000
2007/8/2,9076.11,9080.07,8727.64,8950.57,9072.91,9362.26,9378.39,8751.11,8300.25,7768.28,2210.65,2461.2,2533.28,60.85,164.66,-103.81,0.2346,0.3747,-6800000000,3.1214E+12,31400000000,38200000000
2007/8/3,9104.34,9134.6,9025.7,9057.82,9052.02,9309.46,9371.87,8767.13,8310.93,7778.46,1730.18,2212.55,2483.21,40.93,139.91,-98.99,0.2583,0.3359,3570000000,3.125E+12,32900000000,29300000000
2007/8/6,8865.58,8960.75,8856.91,8941.73,9025.85,9241.47,9350.46,8782.3,8320.58,7787.81,1257.1,2034.23,2395.18,13.39,114.61,-101.22,0.2382,0.3034,-15400000000,3.1096E+12,16700000000,32100000000
2007/8/7,9068.04,9068.83,8862.31,8862.31,8940.86,9153.3,9324.34,8796.16,8328.8,7796.68,1484,1881.26,2257.51,-9.24,89.84,-99.08,0.2004,0.269,-6290000000,3.1033E+12,22300000000,28600000000
2007/8/8,8961.12,9099.46,8938.54,9099.46,8982.38,9089.23,9314.77,8814.9,8339.22,7806.59,1443.53,1625.09,2144.08,-15.28,68.81,-84.1,0.3245,0.2875,3590000000,3.1069E+12,27200000000,23600000000
2007/8/9,9213.47,9219.02,9140.47,9182.6,9028.78,9050.85,9306.18,8834.8,8350.39,7817.75,1790.44,1541.05,2001.12,-10.11,53.03,-63.14,0.4777,0.3509,10300000000,3.1172E+12,34300000000,24100000000
2007/8/10,8870.27,8969.31,8870.27,8931.31,9003.48,9027.75,9279.18,8849.69,8359.32,7827.5,1674.08,1529.83,1871.19,-26.33,37.16,-63.49,0.4355,0.3791,-27900000000,3.0893E+12,19300000000,47200000000
2007/8/13,9030.82,9030.93,8913.4,8938.96,9002.93,9014.39,9255.26,8864.77,8369.01,7837.43,1474.1,1573.23,1803.73,-36.35,22.46,-58.81,0.4212,0.3931,-4000000000,3.0853E+12,21800000000,25800000000
2007/8/14,8952.54,9023.26,8840.26,8910.99,9012.66,8976.76,9225.32,8877.59,8378.79,7847.26,1431.85,1562.8,1722.03,-46.51,8.66,-55.17,0.4052,0.3972,-3090000000,3.0822E+12,20300000000,23400000000
2007/8/15,8782.05,8808.59,8561.02,8593.04,8911.38,8946.88,9180.71,8884.33,8385.32,7855.88,1643.58,1602.81,1613.95,-76.47,-8.36,-68.11,0.2864,0.3602,-23300000000,3.0589E+12,21500000000,44800000000
2007/8/16,8397.24,8438.08,8166.08,8201.37,8715.13,8871.96,9117.11,8883.99,8387.83,7863.19,1809.68,1606.66,1573.86,-129.96,-32.68,-97.28,0.2021,0.3075,-38400000000,3.0205E+12,22100000000,60500000000
2007/8/17,8209.91,8307.37,7987.61,8090.29,8546.93,8775.21,9042.33,8881.89,8389.4,7869.9,1792.77,1630.39,1580.11,-180.99,-62.34,-118.64,0.1625,0.2592,-29400000000,2.9911E+12,24700000000,54100000000
2007/8/20,8496.97,8516.75,8397.26,8515.6,8462.26,8732.59,8987.03,8887.82,8396.37,7877.94,1282.05,1591.98,1582.61,-189.59,-87.79,-101.8,0.2513,0.2565,-3790000000,2.9873E+12,24100000000,27900000000
2007/8/21,8542.13,8586.73,8424.01,8479.08,8375.88,8694.27,8923.78,8893.19,8403.11,7885.72,1393.5,1584.31,1573.56,-193.7,-108.98,-84.73,0.3005,0.2712,-1900000000,2.9854E+12,25900000000,27800000000
2007/8/22,8487.24,8512.45,8432.32,8493.46,8355.96,8633.67,8861.45,8898.39,8410.3,7893.4,1116.83,1478.97,1540.89,-195.45,-126.27,-69.18,0.362,0.3015,-4350000000,2.9811E+12,21400000000,25700000000
2007/8/23,8699.4,8735.1,8686.06,8732.84,8462.25,8588.69,8819.77,8908.15,8421.87,7901.65,1591.7,1435.37,1521.01,-175.55,-136.13,-39.42,0.4794,0.3608,11700000000,2.9928E+12,48400000000,36700000000
2007/8/24,8727.09,8741.64,8668.05,8690.09,8582.21,8564.57,8796.16,8917.23,8432.2,7909.8,1323.5,1341.52,1485.96,-159.89,-140.88,-19.01,0.5457,0.4224,-5990000000,2.9868E+12,23000000000,28900000000
2007/8/27,8849.96,8849.96,8704.59,8718.31,8622.76,8542.51,8778.45,8925.04,8442.51,7918.26,1185.78,1322.26,1457.12,-141.79,-141.06,-0.73,0.6463,0.497,3600000000,2.9904E+12,21900000000,18300000000
2007/8/28,8697.15,8753.39,8672.81,8727.55,8672.45,8524.16,8750.46,8932.25,8452.12,7926.77,1120.35,1267.63,1425.97,-128.18,-138.49,10.31,0.7169,0.5703,-1610000000,2.9888E+12,22300000000,23900000000
2007/8/29,8514.47,8643.32,8514.47,8643.32,8702.42,8529.19,8738.04,8937.91,8461.08,7934.89,1297.49,1303.76,1391.37,-124.77,-135.74,10.98,0.7314,0.624,-10300000000,2.9785E+12,24400000000,34600000000
2007/8/30,8782.35,8825.92,8750.62,8771.21,8710.1,8586.18,8729.07,8945.52,8470.6,7943.55,1567.76,1298.98,1367.17,-107.22,-130.04,22.82,0.7629,0.6703,10600000000,2.9892E+12,33900000000,23300000000
2007/8/31,8807.7,8982.16,8785.7,8982.16,8768.51,8675.36,8725.28,8955.96,8481.42,7953.37,1669.85,1368.25,1354.88,-80.02,-120.03,40.01,0.8419,0.7275,16600000000,3.0058E+12,43800000000,27200000000
2007/9/3,9018.89,9019.41,8947.06,8979.96,8820.84,8721.8,8727.2,8967.28,8493.17,7963.01,1464.64,1424.02,1373.14,-53.93,-106.81,52.89,0.8722,0.7758,1600000000,3.0074E+12,20800000000,19200000000
2007/9/4,9019.61,9027.77,8883.87,8922.98,8859.93,8766.19,8730.23,8977.02,8503.39,7972.7,1366.67,1473.28,1370.46,-36.23,-92.7,56.46,0.8468,0.7994,3960000000,3.0114E+12,23000000000,19000000000
2007/9/5,9017.51,9026.3,8902.14,8913.85,8914.03,8808.23,8720.95,8986.08,8513.34,7982,1366.7,1487.12,1395.44,-21.99,-78.55,56.57,0.8239,0.8076,223000000,3.0116E+12,25500000000,25200000000
2007/9/6,8896.67,9017.08,8841.64,9017.08,8963.21,8836.65,8712.67,8997.26,8524,7990.9,1322.86,1438.14,1368.56,-7.85,-64.41,56.56,0.8756,0.8303,7680000000,3.0193E+12,33000000000,25300000000
2007/9/7,9056.14,9078.47,9000.95,9018.08,8970.39,8869.45,8717.01,9006.71,8534.69,7999.8,1360.89,1376.35,1372.3,7.76,-49.98,57.74,0.8814,0.8473,5790000000,3.0251E+12,23900000000,18100000000
2007/9/10,8868,8953.45,8845.9,8937.58,8961.91,8891.38,8716.94,9012.78,8544.53,8008.38,1144.48,1312.32,1368.17,11.1,-37.76,48.87,0.8377,0.8441,-12800000000,3.0123E+12,17800000000,30600000000
2007/9/11,8981.34,9017.3,8953.37,9003.12,8977.94,8918.93,8721.55,9016.9,8554.35,8017.18,1295.6,1298.1,1385.69,19.63,-26.28,45.91,0.8152,0.8345,-3850000000,3.0084E+12,19000000000,22800000000
2007/9/12,9078.09,9084.97,9011.26,9018.12,8998.8,8956.41,8742.8,9019.67,8564.01,8026.07,1350.54,1294.87,1391,29.18,-15.19,44.38,0.8023,0.8237,-1790000000,3.0066E+12,19200000000,21000000000
2007/9/13,9062.31,9062.31,8924.62,8927.42,8980.86,8972.04,8779.11,9021.02,8572.76,8034.47,1132.46,1256.79,1347.47,30.54,-6.04,36.59,0.6524,0.7666,-2120000000,3.0045E+12,16300000000,18400000000
2007/9/14,8995.53,9046.51,8952.88,9031.63,8983.57,8976.98,8826.17,9024.66,8582.64,8043.35,1160.88,1216.79,1296.57,35.66,2.3,33.37,0.6952,0.7428,9440000000,3.0139E+12,28900000000,19500000000
2007/9/17,9039.28,9044.37,8874.71,8899.91,8976.04,8968.98,8845.39,9024.01,8591.91,8051.49,1087.13,1205.32,1258.82,32.41,8.32,24.09,0.5433,0.6763,-7480000000,3.0065E+12,15700000000,23100000000
